District,Male,Female,Children,Total Population,Population Details,Crop Area ( in Hect. ),Crop Area Details,Date
Kamrup,8,7,4,19,"( Chaygaon | 0 ), ( Nagarbera | 0 ), ( Chamaria | 0 ), ( Goroimari | 0 ), ( Hajo | 0 ), ( Kayan | 0 ), ( Boko | 0 ), ( Kamalpur | 0 ), ( Rangia | 19 )",4907.98,"( Chaygaon | 62.00 ), ( Nagarbera | 1209.00 ), ( Chamaria | 1829.50 ), ( Goroimari | 559.00 ), ( Hajo | 988.98 ), ( Kayan | 99.00 ), ( Boko | 69.00 ), ( Kamalpur | 44.00 ), ( Rangia | 47.50 )",21-05-2022
Kamrup (M),0,0,0,0,"( Chandrapur | 0 ), ( Sonapur | 0 )",1158,"( Chandrapur | 826.00 ), ( Sonapur | 332.00 )",21-05-2022
Karbi Anglong West,660,678,761,2099,( Donkamokam | 2099 ),0,( Donkamokam | 0.00 ),21-05-2022
Karimganj,7144,5074,4164,16382,"( Karimganj | 10996 ), ( Badarpur | 5386 )",3.3,"( Karimganj | 0.00 ), ( Badarpur | 3.30 )",21-05-2022
Kokrajhar,0,0,0,0,( Bagribari | 0 ),69.38,( Bagribari | 69.38 ),21-05-2022
Lakhimpur,1000,658,207,1865,"( Subansiri | 40 ), ( North Lakhimpur | 1825 ), ( Narayanpur | 0 ), ( Bihpuria | 0 )",1210.4,"( Subansiri | 227.90 ), ( North Lakhimpur | 0.00 ), ( Narayanpur | 570.50 ), ( Bihpuria | 412.00 )",21-05-2022
Morigaon,7055,6125,4596,17776,"( Morigaon | 17776 ), ( Mayong | 0 )",11238.63,"( Morigaon | 3429.63 ), ( Mayong | 7809.00 )",21-05-2022
Goalpara,0,0,0,0,"( Lakhipur | 0 ), ( Balijana | 0 ), ( Rongjuli | 0 ), ( Matia | 0 )",13900,"( Lakhipur | 8483.00 ), ( Balijana | 2408.00 ), ( Rongjuli | 487.00 ), ( Matia | 2522.00 )",21-05-2022
Nagaon,146165,132534,60728,339427,"( Kampur | 237158 ), ( Raha | 82164 ), ( Nagaon | 20105 )",14263.87,"( Kampur | 5600.00 ), ( Raha | 5354.87 ), ( Nagaon | 3309.00 )",21-05-2022
Nalbari,270,185,42,497,"( Barbhag | 0 ), ( Nalbari | 0 ), ( Barkhetri | 0 ), ( Ghograpar | 0 ), ( Tihu | 0 ), ( Paschim Nalbari | 497 )",3798.6,"( Barbhag | 270.00 ), ( Nalbari | 168.60 ), ( Barkhetri | 3075.00 ), ( Ghograpar | 88.00 ), ( Tihu | 36.00 ), ( Paschim Nalbari | 161.00 )",21-05-2022
Sivasagar,0,0,0,0,( Sonari RC part | 0 ),7.6,( Sonari RC part | 7.60 ),21-05-2022
Sonitpur,220,195,67,482,"( Naduar | 332 ), ( Dhekiajuli | 0 ), ( Chariduar | 150 ), ( Tezpur | 0 )",1099.1,"( Naduar | 92.00 ), ( Dhekiajuli | 905.10 ), ( Chariduar | 0.00 ), ( Tezpur | 102.00 )",21-05-2022
South Salmara,0,0,0,0,"( Mankachar | 0 ), ( South Salmara | 0 )",243,"( Mankachar | 140.00 ), ( South Salmara | 103.00 )",21-05-2022
Tinsukia,0,0,0,0,( Doomdooma | 0 ),,( Doomdooma | 15.00 ),21-05-2022
Udalguri,243,141,29,413,"( Harisinga | 0 ), ( Kalaigaon | 0 ), ( Udalguri | 413 )",,"( Harisinga | 0.00 ), ( Kalaigaon | 0.00 ), ( Udalguri | 0.00 )",21-05-2022
Majuli,0,0,0,0,"( Ujani Majuli | 0 ), ( Majuli | 0 )",151.43,"( Ujani Majuli | 33.25 ), ( Majuli | 118.18 )",21-05-2022
Dibrugarh,1949,1490,1148,4587,( Chabua | 4587 ),3.5,( Chabua | 3.50 ),21-05-2022
Hailakandi,35,37,7,79,( Algapur | 79 ),0,( Algapur | 0.00 ),21-05-2022
Charaideo,0,0,0,0,( Sonari | 0 ),1.6,( Sonari | 1.60 ),21-05-2022
Dhubri,0,0,0,0,"( Dhubri | 0 ), ( Golakganj | 0 ), ( Gauripur | 0 ), ( South Salmara Part | 0 )",4574.7,"( Dhubri | 1236.50 ), ( Golakganj | 1215.00 ), ( Gauripur | 1137.00 ), ( South Salmara Part | 986.20 )",21-05-2022
Baksa,0,0,0,0,( Baksa | 0 ),1.46,( Baksa | 1.46 ),21-05-2022
Barpeta,1550,736,250,2536,"( Barpeta | 2536 ), ( Sarthebari | 0 ), ( Kalgachia | 0 ), ( Chenga | 0 ), ( Baghbar | 0 )",7354.5,"( Barpeta | 1286.00 ), ( Sarthebari | 3102.00 ), ( Kalgachia | 1457.00 ), ( Chenga | 1153.00 ), ( Baghbar | 356.50 )",21-05-2022
Biswanath,391,248,104,743,"( Naduar RC part | 0 ), ( Halem | 0 ), ( Gohpur | 582 ), ( Biswanath | 161 )",398,"( Naduar RC part | 41.00 ), ( Halem | 0.00 ), ( Gohpur | 215.00 ), ( Biswanath | 142.00 )",21-05-2022
Dhemaji,315,260,69,644,"( Jonai | 0 ), ( Dhemaji | 644 )",384.2,"( Jonai | 372.20 ), ( Dhemaji | 12.00 )",21-05-2022
Darrang,18032,15906,10444,44382,"( Patharighat | 18560 ), ( Dalgaon | 1270 ), ( Mangaldoi | 24417 ), ( Sipajhar | 135 )",20195.4,"( Patharighat | 298.90 ), ( Dalgaon | 7441.50 ), ( Mangaldoi | 11963.00 ), ( Sipajhar | 492.00 )",21-05-2022
Bongaigaon,0,0,0,0,"( Manikpur | 0 ), ( Srijangram | 0 )",431,"( Manikpur | 143.00 ), ( Srijangram | 288.00 )",21-05-2022
Cachar,83630,39512,54812,177954,"( Silchar | 37000 ), ( Katigorah | 77967 ), ( Udharbond | 5780 ), ( Lakhipur | 37220 ), ( Sonai | 19987 )",4116.75,"( Silchar | 501.00 ), ( Katigorah | 2015.00 ), ( Udharbond | 217.00 ), ( Lakhipur | 375.00 ), ( Sonai | 1008.75 )",21-05-2022
Karimganj,7144,5074,4164,16382,"( Karimganj | 10996 ), ( Badarpur | 5386 )",,"( Karimganj | 0.00 ), ( Badarpur | 0.00 )",22-05-2022
Karbi Anglong West,800,922,280,2002,( Donkamokam | 2002 ),541,( Donkamokam | 541.00 ),22-05-2022
Kamrup (M),0,0,0,0,"( Chandrapur | 0 ), ( Sonapur | 0 )",1185.5,"( Chandrapur | 883.00 ), ( Sonapur | 302.50 )",22-05-2022
Nagaon,150069,134061,61708,345838,"( Kampur | 237158 ), ( Nagaon | 24973 ), ( Raha | 83707 )",,"( Kampur | 5600.00 ), ( Nagaon | 3409.00 ), ( Raha | 5701.24 )",22-05-2022
Kamrup,130,46,40,216,"( Chamaria | 0 ), ( Nagarbera | 0 ), ( Chaygaon | 0 ), ( Rangia | 0 ), ( Boko | 0 ), ( Goroimari | 0 ), ( North Ghy | 0 ), ( Hajo | 0 ), ( Kayan | 0 ), ( Kamalpur | 216 )",5298.2,"( Chamaria | 1829.50 ), ( Nagarbera | 1296.00 ), ( Chaygaon | 50.00 ), ( Rangia | 37.50 ), ( Boko | 69.00 ), ( Goroimari | 485.50 ), ( North Ghy | 2.13 ), ( Hajo | 1385.57 ), ( Kayan | 99.00 ), ( Kamalpur | 44.00 )",22-05-2022
Jorhat,0,0,0,0,"( Jorhat West | 0 ), ( Jorhat East | 0 )",154,"( Jorhat West | 119.00 ), ( Jorhat East | 35.00 )",22-05-2022
Hojai,30037,22667,5689,58393,"( Lanka | 975 ), ( Doboka | 52458 ), ( Hojai | 4960 )",1916,"( Lanka | 221.00 ), ( Doboka | 1183.00 ), ( Hojai | 512.00 )",22-05-2022
Golaghat,0,0,0,0,"( Bokakhat | 0 ), ( Khumtai | 0 )",42,"( Bokakhat | 25.00 ), ( Khumtai | 17.00 )",22-05-2022
Goalpara,0,0,0,0,"( Lakhipur | 0 ), ( Balijana | 0 ), ( Matia | 0 ), ( Rongjuli | 0 )",15477,"( Lakhipur | 10060.00 ), ( Balijana | 2408.00 ), ( Matia | 2522.00 ), ( Rongjuli | 487.00 )",22-05-2022
Dhubri,0,0,0,0,"( Dhubri | 0 ), ( South Salmara Part | 0 ), ( Gauripur | 0 )",4097.5,"( Dhubri | 1413.00 ), ( South Salmara Part | 1172.00 ), ( Gauripur | 1512.50 )",22-05-2022
Dhemaji,0,0,0,0,( Jonai | 0 ),372.2,( Jonai | 372.20 ),22-05-2022
Biswanath,63,51,17,131,( Gohpur | 131 ),83,( Gohpur | 83.00 ),22-05-2022
Barpeta,27,11,0,38,"( Barpeta | 38 ), ( Kalgachia | 0 ), ( Chenga | 0 ), ( Sarthebari | 0 ), ( Baghbar | 0 )",6861.5,"( Barpeta | 0.00 ), ( Kalgachia | 1457.00 ), ( Chenga | 1125.10 ), ( Sarthebari | 3102.00 ), ( Baghbar | 1177.40 )",22-05-2022
Cachar,91636,83309,54330,229275,"( Katigorah | 97579 ), ( Udharbond | 10203 ), ( Silchar | 37000 ), ( Lakhipur | 44538 ), ( Sonai | 39955 )",5915,"( Katigorah | 3125.00 ), ( Udharbond | 146.00 ), ( Silchar | 1268.00 ), ( Lakhipur | 223.00 ), ( Sonai | 1153.00 )",22-05-2022
Udalguri,100,68,108,276,"( Harisinga | 0 ), ( Kalaigaon | 0 ), ( Mazbat | 276 )",,"( Harisinga | 0.00 ), ( Kalaigaon | 0.00 ), ( Mazbat | 0.00 )",22-05-2022
Darrang,12123,10075,5803,28001,"( Patharighat | 9717 ), ( Dalgaon | 292 ), ( Mangaldoi | 17992 ), ( Sipajhar | 0 )",20197.4,"( Patharighat | 298.90 ), ( Dalgaon | 7441.50 ), ( Mangaldoi | 11963.00 ), ( Sipajhar | 494.00 )",22-05-2022
Sonitpur,100,95,25,220,"( Naduar | 220 ), ( Dhekiajuli | 0 )",,"( Naduar | 50.00 ), ( Dhekiajuli | 448.00 )",22-05-2022
Lakhimpur,0,0,0,0,"( Narayanpur | 0 ), ( Bihpuria | 0 )",,"( Narayanpur | 581.20 ), ( Bihpuria | 479.00 )",22-05-2022
Majuli,0,0,0,0,"( Majuli | 0 ), ( Ujani Majuli | 0 )",,"( Majuli | 42.51 ), ( Ujani Majuli | 25.93 )",22-05-2022
Morigaon,15100,14574,8864,38538,"( Mayong | 0 ), ( Morigaon | 38538 )",,"( Mayong | 9402.00 ), ( Morigaon | 3659.33 )",22-05-2022
Nalbari,49,44,22,115,"( Barbhag | 0 ), ( Barkhetri | 0 ), ( Tihu | 0 ), ( Ghograpar | 0 ), ( Nalbari | 0 ), ( Paschim Nalbari | 115 )",,"( Barbhag | 192.50 ), ( Barkhetri | 3295.00 ), ( Tihu | 34.00 ), ( Ghograpar | 100.50 ), ( Nalbari | 152.00 ), ( Paschim Nalbari | 161.00 )",22-05-2022
Hojai,24021,17099,3394,44514,"( Lanka | 621 ), ( Doboka | 42909 ), ( Hojai | 984 )",1595,"( Lanka | 221.00 ), ( Doboka | 1238.00 ), ( Hojai | 136.00 )",23-05-2022
Goalpara,0,0,0,0,"( Balijana | 0 ), ( Lakhipur | 0 ), ( Matia | 0 ), ( Rongjuli | 0 )",16012,"( Balijana | 2570.00 ), ( Lakhipur | 10060.00 ), ( Matia | 2522.00 ), ( Rongjuli | 860.00 )",23-05-2022
Dima-Hasao,424,267,188,879,( Haflong | 879 ),99,( Haflong | 99.00 ),23-05-2022
Darrang,3083,2531,2149,7763,"( Patharighat | 787 ), ( Mangaldoi | 6976 ), ( Dalgaon | 0 )",10223,"( Patharighat | 285.50 ), ( Mangaldoi | 2496.00 ), ( Dalgaon | 7441.50 )",23-05-2022
Jorhat,0,0,0,0,"( Jorhat West | 0 ), ( Jorhat East | 0 )",164.5,"( Jorhat West | 136.00 ), ( Jorhat East | 28.50 )",23-05-2022
Cachar,80801,71066,46261,198128,"( Katigorah | 91228 ), ( Udharbond | 7503 ), ( Sonai | 33963 ), ( Lakhipur | 33526 ), ( Silchar | 31908 )",4616,"( Katigorah | 3125.00 ), ( Udharbond | 0.00 ), ( Sonai | 0.00 ), ( Lakhipur | 223.00 ), ( Silchar | 1268.00 )",23-05-2022
Barpeta,0,0,0,0,"( Barpeta | 0 ), ( Sarthebari | 0 ), ( Kalgachia | 0 ), ( Chenga | 0 ), ( Baghbar | 0 )",11389.96,"( Barpeta | 4620.00 ), ( Sarthebari | 4449.00 ), ( Kalgachia | 814.00 ), ( Chenga | 772.00 ), ( Baghbar | 734.96 )",23-05-2022
Golaghat,0,0,0,0,"( Bokakhat | 0 ), ( Khumtai | 0 )",32,"( Bokakhat | 15.00 ), ( Khumtai | 17.00 )",23-05-2022
Dhubri,0,0,0,0,"( Bilasipara | 0 ), ( Athani | 0 )",2167.69,"( Bilasipara | 0.00 ), ( Athani | 2167.69 )",23-05-2022
Majuli,0,0,0,0,"( Majuli | 0 ), ( Ujani Majuli | 0 )",,"( Majuli | 20.31 ), ( Ujani Majuli | 33.45 )",23-05-2022
Kamrup (M),301,226,0,527,"( Chandrapur | 0 ), ( Sonapur | 527 )",,"( Chandrapur | 889.00 ), ( Sonapur | 281.50 )",23-05-2022
Udalguri,343,209,137,689,"( Kalaigaon | 0 ), ( Harisinga | 0 ), ( Udalguri | 413 ), ( Mazbat | 276 )",,"( Kalaigaon | 0.00 ), ( Harisinga | 0.00 ), ( Udalguri | 0.00 ), ( Mazbat | 0.00 )",23-05-2022
Sonitpur,0,0,0,0,( Dhekiajuli | 0 ),,( Dhekiajuli | 204.00 ),23-05-2022
Nalbari,0,0,0,0,"( Paschim Nalbari | 0 ), ( Barkhetri | 0 )",,"( Paschim Nalbari | 42.00 ), ( Barkhetri | 66.00 )",23-05-2022
Nagaon,151428,136945,62697,351070,"( Kampur | 237158 ), ( Nagaon | 29202 ), ( Raha | 84710 )",,"( Kampur | 5600.00 ), ( Nagaon | 3623.00 ), ( Raha | 6101.24 )",23-05-2022
Morigaon,15807,15366,9172,40345,"( Morigaon | 40345 ), ( Mayong | 0 )",,"( Morigaon | 3935.83 ), ( Mayong | 9965.50 )",23-05-2022
Lakhimpur,0,0,0,0,"( Narayanpur | 0 ), ( Bihpuria | 0 )",,"( Narayanpur | 0.00 ), ( Bihpuria | 448.00 )",23-05-2022
Kamrup,180,46,40,266,"( Nagarbera | 0 ), ( Chaygaon | 0 ), ( Chamaria | 0 ), ( Kayan | 0 ), ( Palashbari | 0 ), ( Rangia | 0 ), ( Boko | 0 ), ( Hajo | 50 ), ( Kamalpur | 216 ), ( North Ghy | 0 ) ",4994.02,"( Nagarbera | 1583.00 ), ( Chaygaon | 52.00 ), ( Chamaria | 1829.50 ), ( Kayan | 60.10 ), ( Palashbari | 10.00 ), ( Rangia | 10.00 ), ( Boko | 69.00 ), ( Hajo | 1334.29 ), ( Kamalpur | 44.00 ), ( North Ghy | 2.13 )",23-05-2022
Karbi Anglong West,180,193,166,539,( Donkamokam | 539 ),,( Donkamokam | 0.00 ),23-05-2022
Karimganj,2429,1986,1267,5682,"( Karimganj | 4484 ), ( Badarpur | 1198 )",,"( Karimganj | 0.00 ), ( Badarpur | 0.00 )",23-05-2022
Lakhimpur,0,0,0,0,"( Narayanpur | 0 ), ( Bihpuria | 0 )",211,"( Narayanpur | 0.00 ), ( Bihpuria | 211.00 )",24-05-2022
Dima-Hasao,1396,1582,1826,4804,( Haflong | 4804 ),0,( Haflong | 0.00 ),24-05-2022
Darrang,2105,1614,1407,5126,"( Patharighat | 644 ), ( Mangaldoi | 4482 ), ( Dalgaon | 0 )",2618.5,"( Patharighat | 149.50 ), ( Mangaldoi | 2469.00 ), ( Dalgaon | 0.00 )",24-05-2022
Cachar,77233,59855,40866,177954,"( Katigorah | 85724 ), ( Silchar | 31931 ), ( Lakhipur | 33526 ), ( Udharbond | 6102 ), ( Sonai | 20671 )",5915,"( Katigorah | 3125.00 ), ( Silchar | 1268.00 ), ( Lakhipur | 223.00 ), ( Udharbond | 146.00 ), ( Sonai | 1153.00 )",24-05-2022
Barpeta,0,0,0,0,"( Sarthebari | 0 ), ( Kalgachia | 0 ), ( Chenga | 0 ), ( Baghbar | 0 )",1238.5,"( Sarthebari | 44.50 ), ( Kalgachia | 196.00 ), ( Chenga | 135.00 ), ( Baghbar | 863.00 )",24-05-2022
Nalbari,0,0,0,0,"( Barkhetri | 0 ), ( Paschim Nalbari | 0 )",,"( Barkhetri | 673.00 ), ( Paschim Nalbari | 0.00 )",24-05-2022
Nagaon,149573,135923,60795,346291,"( Kampur | 231211 ), ( Nagaon | 30370 ), ( Raha | 84710 )",17473.24,"( Kampur | 7691.00 ), ( Nagaon | 3681.00 ), ( Raha | 6101.24 )",24-05-2022
Morigaon,16052,15588,9301,40941,"( Mayong | 0 ), ( Morigaon | 40941 )",14429.83,"( Mayong | 10179.00 ), ( Morigaon | 4250.83 )",24-05-2022
Goalpara,0,0,0,0,"( Lakhipur | 0 ), ( Balijana | 0 ), ( Matia | 0 ), ( Dudhnoi | 0 ), ( Rongjuli | 0 )",15413,"( Lakhipur | 10060.00 ), ( Balijana | 2270.00 ), ( Matia | 2259.00 ), ( Dudhnoi | 86.00 ), ( Rongjuli | 738.00 )",24-05-2022
Sonitpur,0,0,0,0,( Dhekiajuli | 0 ),,( Dhekiajuli | 57.00 ),24-05-2022
Hojai,675,430,269,1374,"( Hojai | 555 ), ( Doboka | 198 ), ( Lanka | 621 )",267,"( Hojai | 46.00 ), ( Doboka | 0.00 ), ( Lanka | 221.00 )",24-05-2022
Jorhat,0,0,0,0,( Jorhat West | 0 ),18,( Jorhat West | 18.00 ),24-05-2022
Kamrup,130,46,40,216,"( Chaygaon | 0 ), ( Nagarbera | 0 ), ( Chamaria | 0 ), ( Rangia | 0 ), ( Hajo | 0 ), ( Kamalpur | 216 ), ( Boko | 0 )",4598.35,"( Chaygaon | 50.00 ), ( Nagarbera | 1496.00 ), ( Chamaria | 1680.00 ), ( Rangia | 16.00 ), ( Hajo | 1235.25 ), ( Kamalpur | 52.10 ), ( Boko | 69.00 )",24-05-2022
Kamrup (M),0,0,0,0,"( Chandrapur | 0 ), ( Sonapur | 0 )",1154.5,"( Chandrapur | 948.00 ), ( Sonapur | 206.50 )",24-05-2022
Karbi Anglong West,250,268,291,809,( Donkamokam | 809 ),0,( Donkamokam | 0.00 ),24-05-2022
Karimganj,1098,1119,413,2630,"( Karimganj | 2420 ), ( Badarpur | 210 )",0,"( Karimganj | 0.00 ), ( Badarpur | 0.00 )",24-05-2022
Golaghat,0,0,0,0,"( Bokakhat | 0 ), ( Khumtai | 0 )",32,"( Bokakhat | 15.00 ), ( Khumtai | 17.00 )",24-05-2022
Cachar,66157,60420,36911,163488,"( Katigorah | 80814 ), ( Silchar | 30923 ), ( Lakhipur | 25544 ), ( Sonai | 20105 ), ( Udharbond | 6102 )",4941,"( Katigorah | 2151.00 ), ( Silchar | 1268.00 ), ( Lakhipur | 223.00 ), ( Sonai | 1153.00 ), ( Udharbond | 146.00 )",25-05-2022
Sonitpur,0,0,0,0,( Dhekiajuli | 0 ),21,( Dhekiajuli | 21.00 ),25-05-2022
Nagaon,155028,142096,67368,364492,"( Kampur | 222379 ), ( Nagaon | 30370 ), ( Raha | 111743 )",17449.92,"( Kampur | 7100.00 ), ( Nagaon | 4020.50 ), ( Raha | 6329.42 )",25-05-2022
Morigaon,16102,15613,9321,41036,"( Morigaon | 41036 ), ( Mayong | 0 )",14569.83,"( Morigaon | 4317.83 ), ( Mayong | 10252.00 )",25-05-2022
Karimganj,562,537,126,1225,"( Badarpur | 35 ), ( Karimganj | 1190 )",0,"( Badarpur | 0.00 ), ( Karimganj | 0.00 )",25-05-2022
Karbi Anglong West,900,1092,1139,3131,( Donkamokam | 3131 ),0,( Donkamokam | 0.00 ),25-05-2022
Golaghat,0,0,0,0,"( Bokakhat | 0 ), ( Khumtai | 0 )",22,"( Bokakhat | 5.00 ), ( Khumtai | 17.00 )",25-05-2022
Kamrup,130,46,40,216,"( Chamaria | 0 ), ( Hajo | 0 ), ( Rangia | 0 ), ( Kamalpur | 216 ), ( Boko | 0 )",2837.82,"( Chamaria | 1600.00 ), ( Hajo | 1111.72 ), ( Rangia | 16.00 ), ( Kamalpur | 52.10 ), ( Boko | 58.00 )",25-05-2022
Hojai,422,296,238,956,"( Hojai | 335 ), ( Lanka | 621 )",250,"( Hojai | 29.00 ), ( Lanka | 221.00 )",25-05-2022
Goalpara,0,0,0,0,"( Lakhipur | 0 ), ( Balijana | 0 ), ( Rongjuli | 0 ), ( Matia | 0 ), ( Dudhnoi | 0 )",10324,"( Lakhipur | 5974.00 ), ( Balijana | 1923.00 ), ( Rongjuli | 463.00 ), ( Matia | 1878.00 ), ( Dudhnoi | 86.00 )",25-05-2022
Darrang,198,176,60,434,( Patharighat | 434 ),79.5,( Patharighat | 79.50 ),25-05-2022
Dima-Hasao,183,198,111,492,( Haflong | 492 ),2.45,( Haflong | 2.45 ),25-05-2022
Kamrup (M),0,0,0,0,"( Dispur | 0 ), ( Chandrapur | 0 ), ( Sonapur | 0 )",1111,"( Dispur | 0.00 ), ( Chandrapur | 948.00 ), ( Sonapur | 163.00 )",25-05-2022
Barpeta,0,0,0,0,"( Kalgachia | 0 ), ( Chenga | 0 )",63,"( Kalgachia | 14.00 ), ( Chenga | 49.00 )",25-05-2022
Goalpara,0,0,0,0,"( Lakhipur | 0 ), ( Balijana | 0 ), ( Dudhnoi | 0 ), ( Rongjuli | 0 ), ( Matia | 0 )",2278,"( Lakhipur | 633.00 ), ( Balijana | 1148.00 ), ( Dudhnoi | 60.00 ), ( Rongjuli | 198.00 ), ( Matia | 239.00 )",27-05-2022
Cachar,59765,53683,34547,147995,"( Silchar | 30099 ), ( Katigorah | 78305 ), ( Lakhipur | 16906 ), ( Sonai | 18775 ), ( Udharbond | 3910 )",4781.8,"( Silchar | 1174.00 ), ( Katigorah | 2151.00 ), ( Lakhipur | 207.00 ), ( Sonai | 1103.80 ), ( Udharbond | 146.00 )",27-05-2022
Dima-Hasao,98,124,112,334,( Haflong | 334 ),22.25,( Haflong | 22.25 ),27-05-2022
Nagaon,119618,107014,84765,311397,"( Nagaon | 57360 ), ( Kampur | 138598 ), ( Raha | 115439 )",,"( Nagaon | 4244.50 ), ( Kampur | 4600.00 ), ( Raha | 6933.14 )",27-05-2022
Kamrup (M),0,0,0,0,( Sonapur | 0 ),,( Sonapur | 120.00 ),27-05-2022
Morigaon,16102,15613,9321,41036,"( Morigaon | 41036 ), ( Mayong | 0 )",,"( Morigaon | 4260.33 ), ( Mayong | 6860.00 )",27-05-2022
Hojai,55,28,7,90,"( Doboka | 0 ), ( Hojai | 90 )",11,"( Doboka | 0.00 ), ( Hojai | 11.00 )",27-05-2022
Golaghat,0,0,0,0,( Khumtai | 0 ),17,( Khumtai | 17.00 ),27-05-2022
Kamrup,0,0,0,0,"( Chamaria | 0 ), ( Kamalpur | 0 ), ( Hajo | 0 ), ( Boko | 0 ) ",1256.1,"( Chamaria | 320.00 ), ( Kamalpur | 33.10 ), ( Hajo | 873.00 ",27-05-2022
Cachar,41114,37401,20545,99060,"( Katigorah | 67071 ), ( Lakhipur | 8389 ), ( Sonai | 4815 ), ( Silchar | 16368 ), ( Udharbond | 2417 )",0,"( Katigorah | 0.00 ), ( Lakhipur | 0.00 ), ( Sonai | 0.00 ), ( Silchar | 0.00 ), ( Udharbond | 0.00 )",28-05-2022
Morigaon,15989,15566,9288,40843,"( Mayong | 0 ), ( Morigaon | 40843 )",11105.33,"( Mayong | 6860.00 ), ( Morigaon | 4245.33 )",28-05-2022
Dima-Hasao,560,558,893,2011,( Haflong | 2011 ),247.29,( Haflong | 247.29 ),28-05-2022
Goalpara,0,0,0,0,"( Balijana | 0 ), ( Lakhipur | 0 ), ( Dudhnoi | 0 ), ( Rongjuli | 0 ), ( Matia | 0 )",1589,"( Balijana | 798.00 ), ( Lakhipur | 496.00 ), ( Dudhnoi | 50.00 ), ( Rongjuli | 147.00 ), ( Matia | 98.00 )",28-05-2022
Kamrup,0,0,0,0,"( Kamalpur | 0 ), ( Hajo | 0 )",258.1,"( Kamalpur | 9.10 ), ( Hajo | 249.00 )",28-05-2022
Kamrup (M),0,0,0,0,( Sonapur | 0 ),183,( Sonapur | 183.00 ),28-05-2022
Nagaon,118425,105023,83774,307222,"( Nagaon | 53185 ), ( Kampur | 138598 ), ( Raha | 115439 )",,"( Nagaon | 4244.50 ), ( Kampur | 4600.00 ), ( Raha | 6933.14 )",28-05-2022
Kamrup (M),0,0,0,0,( Sonapur | 0 ),251,( Sonapur | 251.00 ),29-05-2022
Kamrup,0,0,0,0,( Hajo | 0 ),112,( Hajo | 112.00 ),29-05-2022
Cachar,27916,26319,14339,68574,"( Lakhipur | 4670 ), ( Udharbond | 2417 ), ( Sonai | 4815 ), ( Katigorah | 46871 ), ( Silchar | 9801 )",0,"( Lakhipur | 0.00 ), ( Udharbond | 0.00 ), ( Sonai | 0.00 ), ( Katigorah | 0.00 ), ( Silchar | 0.00 )",29-05-2022
Nagaon,115990,102825,72669,291484,"( Nagaon | 37447 ), ( Kampur | 138598 ), ( Raha | 115439 )",14213.14,"( Nagaon | 2680.00 ), ( Kampur | 4600.00 ), ( Raha | 6933.14 )",29-05-2022
Dima-Hasao,317,354,326,997,( Haflong | 997 ),310.53,( Haflong | 310.53 ),29-05-2022
Goalpara,0,0,0,0,"( Balijana | 0 ), ( Lakhipur | 0 ), ( Rongjuli | 0 ), ( Matia | 0 ), ( Dudhnoi | 0 )",446,"( Balijana | 119.00 ), ( Lakhipur | 137.00 ), ( Rongjuli | 94.00 ), ( Matia | 66.00 ), ( Dudhnoi | 30.00 )",29-05-2022
Morigaon,15980,15560,9278,40818,"( Mayong | 0 ), ( Morigaon | 40818 )",10527.33,"( Mayong | 6287.00 ), ( Morigaon | 4240.33 )",29-05-2022
Nagaon,72828,63929,57168,193925,"( Nagaon | 28520 ), ( Raha | 114669 ), ( Kampur | 50736 )",9511.27,"( Nagaon | 977.00 ), ( Raha | 6834.27 ), ( Kampur | 1700.00 )",30-05-2022
Morigaon,15970,15555,9270,40795,"( Mayong | 0 ), ( Morigaon | 40795 )",6436,"( Mayong | 2200.00 ), ( Morigaon | 4236.00 )",30-05-2022
Cachar,23121,21433,11218,55772,"( Lakhipur | 3689 ), ( Sonai | 4815 ), ( Silchar | 9801 ), ( Katigorah | 37467 )",0,"( Lakhipur | 0.00 ), ( Sonai | 0.00 ), ( Silchar | 0.00 ), ( Katigorah | 0.00 )",30-05-2022
Dima-Hasao,192,65,0,257,( Haflong | 257 ),97.15,( Haflong | 97.15 ),30-05-2022
Goalpara,0,0,0,0,( Lakhipur | 0 ),129,( Lakhipur | 129.00 ),30-05-2022
Kamrup (M),0,0,0,0,( Sonapur | 0 ),389.5,( Sonapur | 389.50 ),30-05-2022
Cachar,6206,5155,2511,13872,"( Katigorah | 6317 ), ( Silchar | 7555 ), ( Lakhipur | 0 ), ( Sonai | 0 )",0,"( Katigorah | 0.00 ), ( Silchar | 0.00 ), ( Lakhipur | 0.00 ), ( Sonai | 0.00 )",01-06-2022
Morigaon,15940,15530,9230,40700,( Morigaon | 40700 ),4200,( Morigaon | 4200.00 ),01-06-2022
Nagaon,20427,16519,10332,47278,"( Nagaon | 4739 ), ( Raha | 19759 ), ( Kampur | 22780 )",2352.78,"( Nagaon | 435.00 ), ( Raha | 1067.78 ), ( Kampur | 850.00 )",01-06-2022
Dima-Hasao,63,13,0,76,( Haflong | 76 ),92.64,( Haflong | 92.64 ),01-06-2022
Kamrup (M),0,0,0,0,( Sonapur | 0 ),247,( Sonapur | 247.00 ),01-06-2022
Cachar,5898,5498,2278,13674,"( Silchar | 7555 ), ( Katigorah | 6119 )",0,"( Silchar | 0.00 ), ( Katigorah | 0.00 )",02-06-2022
Morigaon,15766,15230,9100,40096,( Morigaon | 40096 ),4060,( Morigaon | 4060.00 ),02-06-2022
